SMIRKS,Temp,First label,Second label
"CC1=C(C2(C(C([C:10]1O)OO2)O)C)C.[O:20][O]>>CC1=C([C:10](C2C(C1(OO2)C)O)(O)[O:20][O])C 10-10,20;20-10,20",Room Temperature,Termination,recombine
"[H:20][O:21]C1=C(C(=C(C=C1)C)C)C.[N+](=O)([O-])[O:10]>>[H:20][O:10][N+](=O)[O-].CC1=C(C(=C(C=C1)[O:21])C)C 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[H:20][O:21]C1=C(C(=C(C=C1)C)C)C.[OH:10]>>[H:20][OH:10].CC1=C(C(=C(C=C1)[O:21])C)C 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[CH3:6][C:5]1=[CH:7][CH:8]=[C:9]([C:2](=[C:3]1[CH3:4])[CH3:1])[OH:10].[OH:11]>>[CH3:6][C:5]1=[CH:7][CH:8]([C:9]([C:2](=[C:3]1[CH3:4])[CH3:1])[OH:10])[OH:11] 11-11,8; 8,9-11,8; 8,9-9",Room Temperature,Propagation,addition
"[H:20][C:21]1(C=C(C(=C([C:22]1O)C)C)C)O.[O:10][O]>>[H:20][O:10][O].CC1=C[C:21](=[C:22](C(=C1C)C)O)O 10-10,20;20,21-10,20;20,21-21,22;22-21,22",Room Temperature,Termination,abstraction
"[H:20][O:21][O].CC12C=CC(C(C1(C)O)(OO2)C)O[O:10]>>[H:20][O:10]OC1C=CC2(C(C1(OO2)C)(C)O)C.[O:21][O] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"CC12C=CC(C(C1(C)O)(OO2)C)O[O:20].[N:10]=O>>CC12C=CC(C(C1(C)O)(OO2)C)O[O:20][N:10]=O 10-10,20;20-10,20",Room Temperature,Termination,recombine
"CC12C=CC(C(C1(C)O)(OO2)C)[O:20][O:21]N=O>>CC12C=CC(C(C1(C)O)(OO2)C)[O:20].N(=O)[O:21] 20,21-20;20,21-21",Room Temperature,Initiation,homolyze
[CH3:1][C:2]12[CH:13]=[CH:12][CH:10]([C:8]([C:5]1([CH3:7])[OH:6])([O:4][O:3]2)[CH3:9])[O:11].[N:15](=[O:16])[O:14]>>[CH3:1][C:2]12[CH:13]=[CH:12][CH:10]([C:8]([C:5]1([CH3:7])[OH:6])([O:4][O:3]2)[CH3:9])[O:11].[N+:15](=[O:16])[O-:14] 15-14,Room Temperature,Propagation,ha resonance
"CC12C=CC(C(C1(C)O)(OO2)C)[O:20].[N+:10](=O)[O-]>>CC12C=CC(C(C1(C)O)(OO2)C)[O:20][N+:10](=O)[O-] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"CC12C=CC(C(C1(C)O)(OO2)C)O[O:20].[N+](=O)([O-])[O:10]>>CC12C=CC(C(C1(C)O)(OO2)C)O[O:20][O:10][N+](=O)[O-] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"CC12C=CC(C(C1(C)O)(OO2)C)OO[O:20][N+:21](=O)[O-]>>CC12C=CC(C(C1(C)O)(OO2)C)OO[O:20].[N+:21](=O)[O-] 20,21-20;20,21-21",Room Temperature,Initiation,homolyze
"CC12C=CC(C(C1(C)O)(OO2)C)[O:21][O:20][O].[N+](=O)[O-]>>CC12C=CC(C(C1(C)O)(OO2)C)[O:21].[N+](=O)[O-].[O:20][O] 20,21-20;20,21-21",Room Temperature,Initiation,homolyze
"[CH3:1][C:2](=[O:12])[CH:3]=[CH:4][CH:5]1[C:7]([O:6]1)([CH3:8])[C:9](=[O:11])[CH3:10].[OH:13]>>[CH3:1][C:2](=[O:12])[CH:3]([CH:4][CH:5]1[C:7]([O:6]1)([CH3:8])[C:9](=[O:11])[CH3:10])[OH:13] 13-13,3; 3,4-13,3; 3,4-4",Room Temperature,Propagation,addition
"CC(=O)C([CH:10]C1C(O1)(C)C(=O)C)O.[O:20][O]>>CC(=O)C([CH:10](C1C(O1)(C)C(=O)C)[O:20][O])O 10-10,20;20-10,20",Room Temperature,Termination,recombine
"[H:20][O:21][O].CC1=C(C=C(C=C1)CO[O:10])C>>[H:20][O:10]OCC1=CC(=C(C=C1)C)C.[O:21][O] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"CC1=C(C=C(C=C1)CO[O:20])C.[N:10]=O>>CC1=C(C=C(C=C1)CO[O:20][N:10]=O)C 10-10,20;20-10,20",Room Temperature,Termination,recombine
"CC1=C(C=C(C=C1)C[O:20][O:21]N=O)C>>CC1=C(C=C(C=C1)C[O:20])C.N(=O)[O:21] 20,21-20;20,21-21",Room Temperature,Initiation,homolyze
[CH3:1][C:2]1=[C:3]([CH:4]=[C:5]([CH:6]=[CH:7]1)[CH2:8][O:9])[CH3:10].[N:11](=[O:12])[O:13]>>[CH3:1][C:2]1=[C:3]([CH:4]=[C:5]([CH:6]=[CH:7]1)[CH2:8][O:9])[CH3:10].[N+:11](=[O:12])[O-:13] 11-13,Room Temperature,Propagation,ha resonance
"CC1=C(C=C(C=C1)C[O:20])C.[N+:10](=O)[O-]>>CC1=C(C=C(C=C1)C[O:20][N+:10](=O)[O-])C 10-10,20;20-10,20",Room Temperature,Termination,recombine
"CC1=C(C=C(C=C1)CO[O:20])C.[N+](=O)([O-])[O:10]>>CC1=C(C=C(C=C1)CO[O:20][O:10][N+](=O)[O-])C 10-10,20;20-10,20",Room Temperature,Termination,recombine
"CC1=C(C)C=C(COO[O:20][N+:10]([O-])=O)C=C1>>CC2=C(C)C=C(COO[O:20])C=C2.[O-][N+:10]=O 10,20-10;10,20-20",Room Temperature,Initiation,homolyze
"CC1=C(C=C(C=C1)C[O:20][O:21][O])C.[N+](=O)[O-]>>CC1=C(C=C(C=C1)C[O:20])C.[N+](=O)[O-].[O:21][O] 20,21-20;20,21-21",Room Temperature,Initiation,homolyze
"[H:20][O:21][O].CC12C=CC(C(C1O)(OO2)C)(C)O[O:10]>>[H:20][O:10]OC1(C=CC2(C(C1(OO2)C)O)C)C.[O:21][O] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
CC12C=CC(C)([O])C(OO2)C1O.O=[N:10][O:20]>>CC34C=CC(C)([O])C(OO4)C3O.O=[N+:10][O-:20] 10-20,Room Temperature,Propagation,ha resonance
"[H:20][O:21]C1=C(C=CC(=C1C)C)C.[N+](=O)([O-])[O:10]>>[H:20][O:10][N+](=O)[O-].CC1=C(C(=C(C=C1)C)[O:21])C 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"CC1=C(C(=C([CH:20]=[CH:21]1)C)O)C.[N+](=O)([O-])[O:10]>>CC1=C(C(=C([CH:20]([CH:21]1)[O:10][N+](=O)[O-])C)O)C 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,addition
"CC1=C(C(=C(C([CH:10]1)O[N+](=O)[O-])C)O)C.[O:20][O]>>CC1=C(C(=C([CH:10](C1O[N+](=O)[O-])[O:20][O])C)C)O 10-10,20;20-10,20",Room Temperature,Termination,recombine
"C[C:20]1=[C:21](C(=C(C(C1O[N+](=O)[O-])O[O:10])C)C)O>>CC1=C([C:21]([C:20]2(C(C1O[O:10]2)O[N+](=O)[O-])C)O)C 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,addition
"CC1=C([C:10](C2(C(C1OO2)O[N+](=O)[O-])C)O)C.[O:20][O]>>CC1=C([C:10](C2(C(C1OO2)O[N+](=O)[O-])C)(O)[O:20][O])C 10-10,20;20-10,20",Room Temperature,Termination,recombine
"[H:20][O:21]C1=C(C=CC(=C1C)C)C.[OH:10]>>[H:20][OH:10].CC1=C(C(=C(C=C1)C)[O:21])C 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"CC1=C(C(=C([CH:20]=[CH:21]1)C)O)C.[OH:10]>>CC1=C(C(=C([CH:20]([CH:21]1)[OH:10])C)O)C 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,addition
"CC1=C(C(=C(C([CH:10]1)O)C)O)C.[O:20][O]>>CC1=C(C(=C([CH:10](C1O)[O:20][O])C)C)O 10-10,20;20-10,20",Room Temperature,Termination,recombine
"C[C:20]1=[C:21](C(=C(C(C1O)O[O:10])C)C)O>>CC1=C([C:21]([C:20]2(C(C1O[O:10]2)O)C)O)C 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,addition
"CC1=C([C:10](C2(C(C1OO2)O)C)O)C.[O:20][O]>>CC1=C([C:10](C2(C(C1OO2)O)C)(O)[O:20][O])C 10-10,20;20-10,20",Room Temperature,Termination,recombine
"[H:20][C:21](=O)C1(C(O1)(C)C=CC(=O)C)C.[N+](=O)([O-])[O:10]>>[H:20][O:10][N+](=O)[O-].CC(=O)C=CC1(C(O1)(C)[C:21]=O)C 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"CC(=O)C=CC1(C(O1)(C)[C:10]=O)C.[O:20][O]>>CC(=O)C=CC1(C(O1)(C)[C:10](=O)[O:20][O])C 10-10,20;20-10,20",Room Temperature,Termination,recombine
"CC(=O)[CH:20]=[CH:21]C1(C(O1)(C)C=O)C.[OH:10]>>CC(=O)[CH:20]([CH:21]C1(C(O1)(C)C=O)C)[OH:10] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,addition
"CC(=O)C([CH:10]C1(C(O1)(C)C=O)C)O.[O:20][O]>>CC(=O)C([CH:10](C1(C(O1)(C)C=O)C)[O:20][O])O 10-10,20;20-10,20",Room Temperature,Termination,recombine
"[H:20][C:21](=O)C1(C(O1)(C)C=CC(=O)C)C.[OH:10]>>[H:20][OH:10].CC(=O)C=CC1(C(O1)(C)[C:21]=O)C 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[H:20][O:21][O].CC1=CC(=CC(=C1)CO[O:10])C>>[H:20][O:10]OCC1=CC(=CC(=C1)C)C.[O:21][O] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"C1=C(C)C=C(C)C=C1CC[O][O:10].[N:20]=[O]>>C1=C(C)C=C(C)C=C1CCO[O:10][N:20]=[O] 10-10,20; 20-10,20",Room Temperature,Termination,recombine
"C1=C(C)C=C(C)C=C1CC[O:10][O:20]N=O>>C1=C(C)C=C(C)C=C1CC[O:10].[O:20]N=O 10,20-10; 10,20-20",Room Temperature,Initiation,homolyze
C1=C(C)C=C(C)C=C1CC[O].[O:20][N:10]=O>>C1=C(C)C=C(C)C=C1CC[O].[O-:20][N+:10]=O 10-20,Room Temperature,Propagation,ha resonance
"C1=C(C)C=C(C)C=C1CC[O:20].[O-][N+:10]=O>>C1=C(C)C=C(C)C=C1CC[O:20][N+:10]([O-])=O 20-10,20; 10-10,20",Room Temperature,Termination,recombine
"CC1=CC(=CC(=C1)CO[O:20])C.[N+](=O)([O-])[O:10]>>CC1=CC(=CC(=C1)CO[O:20][O:10][N+](=O)[O-])C 10-10,20;20-10,20",Room Temperature,Termination,recombine
"CC1=CC(=CC(=C1)COO[O:20][N+:21](=O)[O-])C>>CC1=CC(=CC(=C1)COO[O:20])C.[N+:21](=O)[O-] 20,21-20;20,21-21",Room Temperature,Initiation,homolyze
"CC1=CC(=CC(=C1)C[O:21][O:20][O])C.[N+](=O)[O-]>>CC1=CC(=CC(=C1)C[O:21])C.[N+](=O)[O-].[O:20][O] 20,21-20;20,21-21",Room Temperature,Initiation,homolyze
"[H:20][O:21][O].CC1=CC2(C(C(C1O[O:10])(OO2)C)O)C>>[H:20][O:10]OC1C(=CC2(C(C1(OO2)C)O)C)C.[O:21][O] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"CC1=CC2(C(C(C1O[O:20])(OO2)C)O)C.[N:10]=O>>CC1=CC2(C(C(C1O[O:20][N:10]=O)(OO2)C)O)C 10-10,20;20-10,20",Room Temperature,Termination,recombine
"CC1=CC2(C(C(C1[O:20][O:21]N=O)(OO2)C)O)C>>CC1=CC2(C(C(C1[O:20])(OO2)C)O)C.N(=O)[O:21] 20,21-20;20,21-21",Room Temperature,Initiation,homolyze
CC1=CC2(C(C(C1[O])(OO2)C)O)C.[N:10](=O)[O:20]>>CC1=CC2(C(C(C1[O])(OO2)C)O)C.[N+:10](=O)[O-:20] 10-20,Room Temperature,Propagation,ha resonance
"CC1=CC2(C(C(C1[O:20])(OO2)C)O)C.[N+:10](=O)[O-]>>CC1=CC2(C(C(C1[O:20][N+:10](=O)[O-])(OO2)C)O)C 10-10,20;20-10,20",Room Temperature,Termination,recombine
"CC1=CC2(C(C(C1O[O:20])(OO2)C)O)C.[N+](=O)([O-])[O:10]>>CC1=CC2(C(C(C1O[O:20][O:10][N+](=O)[O-])(OO2)C)O)C 10-10,20;20-10,20",Room Temperature,Termination,recombine
"CC1=CC2(C(C(C1OO[O:20][N+:21](=O)[O-])(OO2)C)O)C>>CC1=CC2(C(C(C1OO[O:20])(OO2)C)O)C.[N+:21](=O)[O-] 20,21-20;20,21-21",Room Temperature,Initiation,homolyze
"CC1=CC2(C(C(C1[O:21][O:20][O])(OO2)C)O)C.[N+](=O)[O-]>>CC1=CC2(C(C(C1[O:21])(OO2)C)O)C.[N+](=O)[O-].[O:20][O] 20,21-20;20,21-21",Room Temperature,Initiation,homolyze
"[H:20][O:21]C1=C(C=C(C=C1C)C)C.[N+](=O)([O-])[O:10]>>[H:20][O:10][N+](=O)[O-].CC1=CC(=C(C(=C1)C)[O:21])C 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"CC1=CC(=C([C:21](=[CH:20]1)C)O)C.[N+](=O)([O-])[O:10]>>CC1=CC(=C([C:21]([CH:20]1[O:10][N+](=O)[O-])C)O)C 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,addition
"CC1=CC(=C([C:10](C1O[N+](=O)[O-])C)O)C.[O:20][O]>>CC1=CC(=C([C:10](C1O[N+](=O)[O-])(C)[O:20][O])O)C 10-10,20;20-10,20",Room Temperature,Termination,recombine
"CC1=C[C:20](=[C:21](C(C1O[N+](=O)[O-])(C)O[O:10])O)C>>CC1=C[C:20]2([C:21](C(C1O[N+](=O)[O-])(C)O[O:10]2)O)C 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,addition
"[H:20][O:21]C1=C(C=C(C=C1C)C)C.[OH:10]>>[H:20][OH:10].CC1=CC(=C(C(=C1)C)[O:21])C 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"CC1=CC(=C([C:21](=[CH:20]1)C)O)C.[OH:10]>>CC1=CC(=C([C:21]([CH:20]1[OH:10])C)O)C 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,addition
"CC1=CC(=C([C:10](C1O)C)O)C.[O:20][O]>>CC1=CC(=C([C:10](C1O)(C)[O:20][O])O)C 10-10,20;20-10,20",Room Temperature,Termination,recombine
"CC1=C[C:20](=[C:21](C(C1O)(C)O[O:10])O)C>>CC1=C[C:20]2([C:21](C(C1O)(C)O[O:10]2)O)C 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,addition
"CC1=CC2([C:10](C(C1O)(OO2)C)O)C.[O:20][O]>>CC1=CC2([C:10](C(C1O)(OO2)C)(O)[O:20][O])C 10-10,20;20-10,20",Room Temperature,Termination,recombine
"[H:20][C:21](=O)C1(C(O1)/C(=C\C(=O)C)/C)C.[N+](=O)([O-])[O:10]>>[H:20][O:10][N+](=O)[O-].C/C(=C/C(=O)C)/C1C(O1)(C)[C:21]=O 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"C/C(=C/C(=O)C)/C1C(O1)(C)[C:10]=O.[O:20][O]>>C/C(=C/C(=O)C)/C1C(O1)(C)[C:10](=O)[O:20][O] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"[H:20][C:21](=O)C1(C(O1)/C(=C\C(=O)C)/C)C.[OH:10]>>[H:20][OH:10].C/C(=C/C(=O)C)/C1C(O1)(C)[C:21]=O 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"C/[C:21](=[CH:20]/C(=O)C)/C1C(O1)(C)C=O.[OH:10]>>C[C:21](C1C(O1)(C)C=O)[CH:20](C(=O)C)[OH:10] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,addition
"C[C:10](C1C(O1)(C)C=O)C(C(=O)C)O.[O:20][O]>>CC(=O)C([C:10](C)(C1C(O1)(C)C=O)[O:20][O])O 10-10,20;20-10,20",Room Temperature,Termination,recombine
"[H:20][O:21][O].CC1=C(C=CC=C1)C(C)O[O:10]>>[H:20][O:10]OC(C)C1=C(C=CC=C1)C.[O:21][O] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"CC1=C(C=CC=C1)C(C)O[O:20].[N:10]=O>>CC1=C(C=CC=C1)C(C)O[O:20][N:10]=O 10-10,20;20-10,20",Room Temperature,Termination,recombine
"CC1=C(C=CC=C1)C(C)[O:20][O:21]N=O>>CC1=C(C=CC=C1)C(C)[O:20].N(=O)[O:21] 20,21-20;20,21-21",Room Temperature,Initiation,homolyze
CC1=C(C=CC=C1)C(C)[O].[N:10](=O)[O:20]>>CC1=C(C=CC=C1)C(C)[O].[N+:10](=O)[O-:20] 10-20,Room Temperature,Propagation,ha resonance
"CC1=C(C=CC=C1)C(C)[O:20].[N+:10](=O)[O-]>>CC1=C(C=CC=C1)C(C)[O:20][N+:10](=O)[O-] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"C1=CC=CC(C)=C1C(C)[O][O:10].[O:20][N+]([O-])=O>>C1=CC=CC(C)=C1C(C)[O][O:10][O:20][N+]([O-])=O 10-10,20;20-10,20",Room Temperature,Termination,recombine
"C1=CC=CC(C)=C1C(C)OO[O:20][N+:10]([O-])=O>>C1=CC=CC(C)=C1C(C)OO[O:20].[N+:10]([O-])=O 10,20-10;10,20-20",Room Temperature,Initiation,homolyze
"C1=CC=CC(C)=C1C(C)[O:10][O:20][O].[N+]([O-])=O>>C1=CC=CC(C)=C1C(C)[O:10].[O:20][O].[N+]([O-])=O 10,20-10;10,20-20",Room Temperature,Initiation,homolyze
"[H:20][O:21][O].CCC1(C=CC2C(C1(OO2)C)O)O[O:10]>>[H:20][O:10]OC1(C=CC2C(C1(OO2)C)O)CC.[O:21][O] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"CCC1(C=CC2C(C1(OO2)C)O)O[O:10].[N:20]=[O]>>CCC1(C=CC2C(C1(OO2)C)O)O[O:10][N:20]=[O] 10-10,20; 20-10,20",Room Temperature,Termination,recombine
"CCC1(C=CC2C(C1(OO2)C)O)O[O:10][O:20]N=O>>CCC1(C=CC2C(C1(OO2)C)O)O[O:10].[O:20]N=O 10,20-10; 10,20-20",Room Temperature,Initiation,homolyze
CCC1(C=CC2C(C1(OO2)C)O)[O].[O:20][N:10]=O>>CCC1(C=CC2C(C1(OO2)C)O)[O].[O-:20][N+:10]=O 10-20,Room Temperature,Propagation,ha resonance
"CCC1(C=CC2C(C1(OO2)C)O)[O:20].[O-][N+:10]=O>>CCC1(C=CC2C(C1(OO2)C)O)[O:20][N+:10]([O-])=O 20-10,20; 10-10,20",Room Temperature,Termination,recombine
"CCC1(C=CC2C(C1(OO2)C)O)[O][O:10].[O:20][N+]([O-])=O>>CCC1(C=CC2C(C1(OO2)C)O)[O][O:10][O:20][N+]([O-])=O 10-10,20;20-10,20",Room Temperature,Termination,recombine
"CCC1(C=CC2C(C1(OO2)C)O)OO[O:20][N+:10]([O-])=O>>CCC1(C=CC2C(C1(OO2)C)O)OO[O:20].[N+:10]([O-])=O 10,20-10;10,20-20",Room Temperature,Initiation,homolyze
"CCC1(C=CC2C(C1(OO2)C)O)[O:10][O:20][O].[N+]([O-])=O>>CCC1(C=CC2C(C1(OO2)C)O)[O:10].[O:20][O].[N+]([O-])=O 10,20-10;10,20-20",Room Temperature,Initiation,homolyze
"[H:20][C:21](=O)/C=C\C1(C(O1)(CC)C=O)C.[N+](=O)([O-])[O:10]>>[H:20][O:10][N+](=O)[O-].CCC1(C(O1)(C)/C=C\[C:21]=O)C=O 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"CCC1(C(O1)(C)C=C[C:10]=O)C=O.[O:20][O]>>CCC1(C(O1)(C)C=C[C:10](=O)[O:20][O])C=O 10-10,20;20-10,20",Room Temperature,Termination,recombine
"[H:20][C:21](=O)C=CC1(C(O1)(CC)C=O)C.[OH:10]>>[H:20][OH:10].CCC1(C(O1)(C)C=C[C:21]=O)C=O 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"CCC1(C(O1)(C)[CH:20]=[CH:21]C=O)C=O.[OH:10]>>CCC1(C(O1)(C)[CH:20]([CH:21]C=O)[OH:10])C=O 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,addition
"CCC1(C(O1)(C)C([CH:10]C=O)O)C=O.[O:20][O]>>CCC1(C(O1)(C)C([CH:10](C=O)[O:20][O])O)C=O 10-10,20;20-10,20",Room Temperature,Termination,recombine
"CCC1=C([CH:21]=[CH:20]C=C1O)C.[N+](=O)([O-])[O:10]>>CCC1=C([CH:21][CH:20](C=C1O)[O:10][N+](=O)[O-])C 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,addition
"CCC1=C([CH:10]C(C=C1O)O[N+](=O)[O-])C.[O:20][O]>>CCC1=C([CH:10](C(C=C1O)O[N+](=O)[O-])[O:20][O])C 10-10,20;20-10,20",Room Temperature,Termination,recombine
"CCC1=C(C(C([CH:20]=[C:21]1O)O[N+](=O)[O-])O[O:10])C>>CCC1=C(C2C([CH:20]([C:21]1O)[O:10]O2)O[N+](=O)[O-])C 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,addition
"CCC1=C(C2C(C([C:10]1O)OO2)O[N+](=O)[O-])C.[O:20][O]>>CCC1=C(C2C(C([C:10]1(O)[O:20][O])OO2)O[N+](=O)[O-])C 10-10,20;20-10,20",Room Temperature,Termination,recombine
"CCC1=C([CH:21]=[CH:20]C=C1O)C.[OH:10]>>CCC1=C([CH:21][CH:20](C=C1O)[OH:10])C 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,addition
"CCC1=C([CH:10]C(C=C1O)O)C.[O:20][O]>>CCC1=C([CH:10](C(C=C1O)O)[O:20][O])C 10-10,20;20-10,20",Room Temperature,Termination,recombine
"CCC1=C(C(C([CH:20]=[C:21]1O)O)O[O:10])C>>CCC1=C(C2C([CH:20]([C:21]1O)[O:10]O2)O)C 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,addition
"CCC1=C(C2C(C([C:10]1O)OO2)O)C.[O:20][O]>>CCC1=C(C2C(C([C:10]1(O)[O:20][O])OO2)O)C 10-10,20;20-10,20",Room Temperature,Termination,recombine
"[H:20][O:21]C1=C(C(=CC=C1)C)CC.[OH:10]>>[H:20][OH:10].CCC1=C(C=CC=C1C)[O:21] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"CCC1=C(C=C[CH:20]=[C:21]1O)C.[OH:10]>>CCC1=C(C=C[CH:20]([C:21]1O)[OH:10])C 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,addition
"[H:20][C:21]1(C=CC(=C([C:22]1O)CC)C)O.[O:10][O]>>[H:20][O:10][O].CCC1=C(C=C[C:21](=[C:22]1O)O)C 10-10,20;20,21-10,20;20,21-21,22;22-21,22",Room Temperature,Termination,abstraction
"[H:20][O:21][O].CCC12C(C=CC(C1O)(OO2)C)O[O:10]>>[H:20][O:10]OC1C=CC2(C(C1(OO2)CC)O)C.[O:21][O] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"CCC12C(C=CC(C1O)(OO2)C)[O][O:10].[N:20]=[O]>>CCC12C(C=CC(C1O)(OO2)C)O[O:10][N:20]=[O] 10-10,20; 20-10,20",Room Temperature,Termination,recombine
"CCC12C(C=CC(C1O)(OO2)C)[O:10][O:20]N=O>>CCC12C(C=CC(C1O)(OO2)C)[O:10].[O:20]N=O 10,20-10; 10,20-20",Room Temperature,Initiation,homolyze
CCC12C(C=CC(C1O)(OO2)C)[O].[O:20][N:10]=O>>CCC12C(C=CC(C1O)(OO2)C)[O].[O-:20][N+:10]=O 10-20,Room Temperature,Propagation,ha resonance
"CCC12C(C=CC(C1O)(OO2)C)[O:20].[O-][N+:10]=O>>CCC12C(C=CC(C1O)(OO2)C)[O:20][N+:10]([O-])=O 20-10,20; 10-10,20",Room Temperature,Termination,recombine
"CCC12C(C=CC(C1O)(OO2)C)O[O:10].[O:20][N+]([O-])=O>>CCC12C(C=CC(C1O)(OO2)C)O[O:10][O:20][N+]([O-])=O 10-10,20;20-10,20",Room Temperature,Termination,recombine
"CCC12C(C=CC(C1O)(OO2)C)OO[O:20][N+:10]([O-])=O>>CCC12C(C=CC(C1O)(OO2)C)OO[O:20].[N+:10]([O-])=O 10,20-10;10,20-20",Room Temperature,Initiation,homolyze
"CCC12C(C=CC(C1O)(OO2)C)[O:10][O:20][O].[N+]([O-])=O>>CCC12C(C=CC(C1O)(OO2)C)[O:10].[O:20][O].[N+]([O-])=O 10,20-10;10,20-20",Room Temperature,Initiation,homolyze
"[H:20][C:21](=O)C1(C(O1)/C=C\C(=O)CC)C.[N+](=O)([O-])[O:10]>>[H:20][O:10][N+](=O)[O-].CCC(=O)/C=C\C1C(O1)(C)[C:21]=O 20,21-20,10; 20,21-21; 10-20,10",Room Temperature,Propagation,abstraction
"CCC(=O)C=CC1C(O1)(C)[C:10]=O.[O:20][O]>>CCC(=O)C=CC1C(O1)(C)[C:10](=O)[O:20][O] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"[H:20][C:21](=O)C1(C(O1)/C=C\C(=O)CC)C.[OH:10]>>[H:20][OH:10].CCC(=O)/C=C\C1C(O1)(C)[C:21]=O 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"CCC(=O)/[CH:21]=[CH:20]\C1C(O1)(C)C=O.[OH:10]>>CCC(=O)[CH:21][CH:20](C1C(O1)(C)C=O)[OH:10] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,addition
"CCC(=O)[CH:20]C(C1C(O1)(C)C=O)O.[O:10][O]>>CCC(=O)[CH:20](C(C1C(O1)(C)C=O)O)[O:10][O] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"[H:20][O:21]C1=C(C=CC=C1C)CC.[OH:10]>>[H:20][OH:10].CCC1=C(C(=CC=C1)C)[O:21] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[H:20][O:21]C1=C(C=CC=C1C)CC.[N+](=O)([O-])[O:10]>>[H:20][O:10][N+](=O)[O-].CCC1=C(C(=CC=C1)C)[O:21] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[H:20][O:21][O].CC[C:11]12CC(C(C=C1)(C)O[O])O[O:10]2>>[H:20][O:10]OC1C[C:11](C=CC1(C)O[O])CC.[O:21][O] 10-10,20; 21,20-10,20; 20,21-21",Room Temperature,Initiation,abstraction
"CCC12CC(C(C=C1)(C)O[O:20])OO2.[N:10]=O>>CCC12CC(C(C=C1)(C)O[O:20][N:10]=O)OO2 10-10,20;20-10,20",Room Temperature,Termination,recombine
"CCC12CC(C(C=C1)(C)[O:20][O:21]N=O)OO2>>CCC12CC(C(C=C1)(C)[O:20])OO2.N(=O)[O:21] 20,21-20;20,21-21",Room Temperature,Initiation,homolyze
CCC12CC(C(C=C1)(C)[O])OO2.[N:10](=O)[O:20]>>CCC12CC(C(C=C1)(C)[O])OO2.[N+:10](=O)[O-:20] 10-20,Room Temperature,Propagation,ha resonance
